index,title,research_type,result_outcome,affiliation,problem_description,goal/objective,research_method,research_question,hypothesis,prediction,contribution,pseudocode,open_source_code,open_experiment_code,train,validation,test,results,hardware_specification,software_dependencies,third_party_citation,experiment_setup,evaluation_criteria,authors,link,comments,conference
197,Scaling-Up Security Games with Boundedly Rational Adversaries: A Cutting-Plane Approach,E,1,0,0,0,0,0,1,0,1,1,0,0,,,0,0,1,1,0,1,0,,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/viewFile/6550/6575,,IJCAI 13
198,Automated Generation of Interaction Graphs for Value-Factored Dec-POMDPs,E,0,1,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,1,0,1,,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/viewFile/6517/6576,,IJCAI 13
199,A Reputation Management Approach for Resource Constrained Trustee Agents,E,1,0,0,0,0,0,1,0,0,1,0,0,,,0,0,0,0,1,1,0,,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/viewFile/6186/6579,,IJCAI 13
200,On Random Quotas and Proportional Representation in Weighted Voting Games,E,0,0,0,0,0,0,1,0,1,0,0,0,,,0,0,0,0,0,1,0,,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/viewFile/6682/6582,,IJCAI 13
201,Agreement on Target-Bidirectional LSTMs for Sequence-to-Sequence Learning,E,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,"Lemao Liu, Andrew Finch, Masao Utiyama, Eiichiro Sumita",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12028/11999,,AAAI 16
202,Group and Graph Joint Sparsity for Linked Data Classification,E,1,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,1,"Longwen Gao, Shuigeng Zhou",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11798/11774,,AAAI 16
203,Using Multiple Representations to Simultaneously Learn Computational Thinking and Middle School Science,E,1,0,0,0,1,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,"Satabdi Basu, Gautam Biswas, John S. Kinnebrew",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12390/12150,,AAAI 16
204,Understanding Emerging Spatial Entities,E,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"Jinyoung Yeo, Jin-woo Park, Seung-won Hwang",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12327/11598,,AAAI 16
205,Who Can Win a Single-Elimination Tournament?,T,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,"Michael P. Kim, Warut Suksompong, Virginia Vassilevska Williams",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12194/11628,,AAAI 16
206,Deep Learning for Algorithm Portfolios,E,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Andrea Loreggia, Yuri Malitsky, Horst Samulowitz, Vijay Saraswat",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12274/11734,,AAAI 16
207,Infinite Plaid Models for Infinite Bi-Clustering,E,1,1,0,0,0,0,0,0,1,0,1,1,,,1,0,0,0,1,0,1,"Katsuhiko Ishiguro, Issei Sato, Masahiro Nakano, Akisato Kimura, Naonori Ueda",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11786/11793,,AAAI 16
208,Indexable Probabilistic Matrix Factorization for Maximum Inner Product Search,E,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"Marco Fraccaro, Ulrich Paquet, Ole Winther",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12029/11772,,AAAI 16
209,"ConTaCT: Deciding to Communicate during Time-Critical Collaborative Tasks in Unknown, Deterministic Domains",E,1,0,1,0,0,0,0,0,1,1,0,0,,,0,0,0,0,0,0,0,"Vaibhav V. Unhelkar, Julie A. Shah",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11913/11910,,AAAI 16
210,On the Depth of Deep Neural Networks: A Theoretical View,E,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,"Shizhao Sun, Wei Chen, Liwei Wang, Xiaoguang Liu, Tie-Yan Liu",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12073/11843,,AAAI 16
211,Sparse Latent Space Policy Search,E,1,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,1,1,0,"Kevin Sebastian Luck, Joni Pajarinen, Erik Berger, Ville Kyrki, Heni Ben Amor",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12275/11822,,AAAI 16
212,Teaching-to-Learn and Learning-to-Teach for Multi-label Propagation,E,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,"Chen Gong, Dacheng Tao, Jie Yang, Wei Liu",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11780/11780,,AAAI 16
213,Complexity of Shift Bribery in Committee Elections,T,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,"Robert Bredereck, Piotr Faliszewski, Rolf Niedermeier, Nimrod Talmon",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12362/11897,,AAAI 16
214,Topic Concentration in Query Focused Summarization Datasets,E,1,0,0,1,0,0,1,0,0,0,1,0,,,1,0,0,0,1,0,0,"Tal Baumel, Raphael Cohen, Michael Elhadad",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11939/11989,,AAAI 16
215,Metric Embedded Discriminative Vocabulary Learning for High-Level Person Representation,E,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,"Yang Yang, Zhen Lei, Shifeng Zhang, Hailin Shi, Stan Z. Li",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12213/12142,,AAAI 16
216,Deep Contextual Networks for Neuronal Structure Segmentation,E,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,"Hao Chen, Xiao Juan Qi, Jie Zhi Cheng, Pheng Ann Heng",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11789/11718,,AAAI 16
217,Optimal Discrete Matrix Completion,E,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Zhouyuan Huo, Ji Liu, Heng Huang",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12404/11791,,AAAI 16
218,Fusing Social Networks with Deep Learning for Volunteerism Tendency Prediction,E,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,"Yongpo Jia, Xuemeng Song, Jingbo Zhou, Li Liu, Liqiang Nie, David S. Rosenblum",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12229/11579,,AAAI 16
219,Active Learning with Cross-Class Knowledge Transfer,E,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,"Yuchen Guo, Guiguang Ding, Yuqi Wang, Xiaoming Jin",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11976/11782,,AAAI 16
220,What Happens Next? Event Prediction Using a Compositional Neural Network Model,E,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,"Mark Granroth-Wilding, Stephen Clark",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11995/12015,,AAAI 16
221,A Generative Model of Words and Relationships from Multiple Sources,E,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,"Stephanie L. Hyland, Theofanis Karaletsos, Gunnar Rätsch",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12446/11998,,AAAI 16
222,Learning Statistical Scripts with LSTM Recurrent Neural Networks,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"Karl Pichotta, Raymond J. Mooney",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12157/12025,,AAAI 16
223,Learning to Generate Posters of Scientific Papers,E,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,"Yuting Qiang, Yanwei Fu, Yanwen Guo, Zhi-Hua Zhou, Leonid Sigal",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11979/11563,,AAAI 16
224,Recognizing Complex Activities by a Probabilistic Interval-Based Model,E,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,"Li Liu, Li Cheng, Ye Liu, Yongpo Jia, David S. Rosenblum",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12021/11732,,AAAI 16
225,Efficient Computation of Emergent Equilibrium in Agent-Based Simulation,E,1,1,0,0,0,0,0,0,1,1,0,0,,,0,0,1,0,0,1,0,"Zehong Hu, Meng Sha, Moath Jarrah, Jie Zhang, Hui Xi",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12207/11904,,AAAI 16
226,Survival Prediction by an Integrated Learning Criterion on Intermittently Varying Healthcare Data,E,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"Jianfei Zhang, Lifei Chen, Alain Vanasse, Josiane Courteau, Shengrui Wang",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11873/11566,,AAAI 16
227,Truncated Approximate Dynamic Programming with Task-Dependent Terminal Value,E,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Amir-massoud Farahmand, Daniel N. Nikovski, Yuji Igarashi, Hiroki Konaka",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11924/12070,,AAAI 16
228,Non-Linear Similarity Learning for Compositionality,E,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,"Masashi Tsubaki, Kevin Duh, Masashi Shimbo, Yuji Matsumoto",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12373/12029,,AAAI 16
229,Graphical Hedonic Games of Bounded Treewidth,T,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,Dominik Peters,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12400/11638,,AAAI 16
230,"All-in Text: Learning Document, Label, and Word Representations Jointly",E,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,"Jinseok Nam, Eneldo Loza Mencía, Johannes Fürnkranz",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12058/11827,,AAAI 16
231,Labeling the Semantic Roles of Commas,E,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,"Naveen Arivazhagan, Christos Christodoulopoulos, Dan Roth",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12530/12037,,AAAI 16
232,Asynchronous Distributed Semi-Stochastic Gradient Optimization,E,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"Ruiliang Zhang, Shuai Zheng, James T. Kwok",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12352/11879,,AAAI 16
233,Surprise-Triggered Reformulation of Design Goals,T,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,"Kazjon Grace, Mary Lou Maher",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12456/12153,,AAAI 16
234,Multi-View 3D Human Tracking in Crowded Scenes,E,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,Xiaobai Liu,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12221/12129,,AAAI 16
235,Unsupervised Feature Selection on Networks: A Generative View,E,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,"Xiaokai Wei, Bokai Cao, Philip S. Yu",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12463/11864,,AAAI 16
236,Discriminative Analysis Dictionary Learning,E,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,"Jun Guo, Yanqing Guo, Xiangwei Kong, Man Zhang, Ran He",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11918/11781,,AAAI 16
237,MC-HOG Correlation Tracking with Saliency Proposal,E,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,"Guibo Zhu, Jinqiao Wang, Yi Wu, Xiaoyu Zhang, Hanqing Lu",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11986/12148,,AAAI 16
238,Using the Shapley Value to Analyze Algorithm Portfolios,T,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,"Alexandre Fréchette, Lars Kotthoff, Tomasz Michalak, Talal Rahwan, Holger H. Hoos, Kevin Leyton-Brown",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12495/12107,,AAAI 16
239,Ad Auctions and Cascade Model: GSP Inefficiency and Algorithms,E,1,0,1,0,0,0,0,0,1,1,0,0,,,0,0,1,1,1,1,0,"Gabriele Farina, Nicola Gatti",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12159/11624,,AAAI 16
240,Exploiting an Oracle That Reports AUC Scores in Machine Learning Contests,T,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,Jacob Whitehill,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11767/11743,,AAAI 16
241,A Probabilistic Soft Logic Based Approach to Exploiting Latent and Global Information in Event Classification,E,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,"Shulin Liu, Kang Liu, Shizhu He, Jun Zhao",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11990/12052,,AAAI 16
242,Fast Optimal Clearing of Capped-Chain Barter Exchanges,E,1,0,1,0,0,0,0,0,0,0,0,0,,,1,0,1,0,1,0,0,"Benjamin Plaut, John P. Dickerson, Tuomas Sandholm",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12494/11640,,AAAI 16
243,An Efficient Time Series Subsequence Pattern Mining and Prediction Framework with an Application to Respiratory Motion Prediction ,E,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Shouyi Wang, Kinming Kam, Cao Xiao, Stephen Bowen, Wanpracha Art Chaovalitwongse",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12544/11856,,AAAI 16
244,Causal Explanation Under Indeterminism: A Sampling Approach,E,1,0,0,0,0,0,0,0,1,1,1,0,,,0,0,0,0,1,1,0,"Christopher A. Merck, Samantha Kleinberg",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11953/11700,,AAAI 16
245,Creating Images by Learning Image Semantics Using Vector Space Models,E,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"Derrall Heath, Dan Ventura",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11961/11723,,AAAI 16
246,Basic Probabilistic Ontological Data Exchange with Existential Rules,T,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,"Thomas Lukasiewicz, Maria Vanina Martinez, Livia Predoiu, Gerardo I. Simari",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12243/11698,,AAAI 16
247,Behavioral Experiments in Email Filter Evasion,E,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,"Liyiming Ke, Bo Li, Yevgeniy Vorobeychik",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11817/11671,Links to supplemental report,AAAI 16
248,Combining Bounding Boxes and JPS to Prune Grid Pathfinding,E,1,0,1,1,0,0,0,0,0,1,0,0,,,1,0,1,0,1,1,1,"Steve Rabin, Nathan R. Sturtevant",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12336/11660,,AAAI 16
249,Closed-Form Gibbs Sampling for Graphical Models with Algebraic Constraints,E,1,0,0,0,0,0,0,0,1,0,0,0,,,0,0,1,0,1,1,1,"Hadi Mohasel Afshar, Scott Sanner, Christfried Webers",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12068/12092,,AAAI 16
250,A Semi-Supervised Learning Approach to Why-Question Answering,E,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,"Jong-Hoon Oh, Kentaro Torisawa, Chikara Hashimoto, Ryu Iida, Masahiro Tanaka, Julien Kloetzer",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12208/12056,,AAAI 16
251,Structured Features in Naive Bayes Classification,E,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arthur Choi, Nazgol Tavabi, Adnan Darwiche",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12487/12085,,AAAI 16
252,Discrete Image Hashing Using Large Weakly Annotated Photo Collections,E,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,"Hanwang Zhang, Na Zhao, Xindi Shang, Huanbo Luan, Tat-seng Chua",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12017/12145,,AAAI 16
253,Complexity Results and Algorithms for Extension Enforcement in Abstract Argumentation,E,1,0,1,0,0,0,0,0,1,1,1,1,,,1,0,1,1,1,1,0,"Johannes P. Wallner, Andreas Niskanen, Matti Järvisalo",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12228/11707,Great example of providing source,AAAI 16
254,Verb Pattern: A Probabilistic Semantic Representation on Verbs,E,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,"Wanyun Cui, Xiyou Zhou, Hangyu Lin, Yanghua Xiao, Haixun Wang, Seung-won Hwang, Wei Wang",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12398/11991,,AAAI 16
255,Co-Occurrence Feature Learning for Skeleton Based Action Recognition Using Regularized Deep LSTM Networks,E,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,"Wentao Zhu, Cuiling Lan, Junliang Xing, Wenjun Zeng, Yanghao Li, Li Shen, Xiaohui Xie",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11989/12149,,AAAI 16
256,Temporal Vaccination Games under Resource Constraints,T,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,"Abhijin Adiga, Anil Vullikanti",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12526/11895,,AAAI 16
257,QART: A System for Real-Time Holistic Quality Assurance for Contact Center Dialogues,E,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Shourya Roy, Ragunathan Mariappan, Sandipan Dandapat, Saurabh Srivastava, Sainyam Galhotra, Balaji Peddamuthu",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12305/12159,,AAAI 16
258,Bayesian Matrix Completion via Adaptive Relaxed Spectral Regularization,E,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"Yang Song, Jun Zhu",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12007/11840,,AAAI 16
259,An Oral Exam for Measuring a Dialog System's Capabilities,T,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,"David Cohen, Ian Lane",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12506/11672,,AAAI 16
260,Predicting the Next Location: A Recurrent Model with Spatial and Temporal Contexts,E,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,"Qiang Liu, Shu Wu, Liang Wang, Tieniu Tan",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11900/11583,,AAAI 16
261,Dynamic Concept Composition for Zero-Example Event Detection,E,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Xiaojun Chang, Yi Yang, Guodong Long, Chengqi Zhang, Alexander G. Hauptmann",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12499/12116,,AAAI 16
262,Learning Market Parameters Using Aggregate Demand Queries,T,1,1,1,1,0,0,0,0,1,,,,,,,,,,,,,"Xiaohui Bei, Wei Chen, Jugal Garg, Martin Hoefer, Xiaoming Sun",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12052/11612,,AAAI 16
263,Separators and Adjustment Sets in Markov Equivalent DAGs,T,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,"Benito van der Zander, Maciej Liskiewicz",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12363/12096,,AAAI 16
264,Intelligent Advice Provisioning for Repeated Interaction,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Priel Levy, David Sarne",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11954/11673,,AAAI 16
265,Understanding Dominant Factors for Precipitation over the Great Lakes Region,E,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Soumyadeep Chatterjee, Stefan Liess, Arindam Banerjee, Vipin Kumar",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12179/12166,Points to supplemental pdf.,AAAI 16
266,Affinity Preserving Quantization for Hashing: A Vector Quantization Approach to Learning Compact Binary Codes,E,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,"Zhe Wang, Ling-Yu Duan, Tiejun Huang, Gao Wen",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12117/11709,,AAAI 16
267,Semisupervised Autoencoder for Sentiment Analysis,E,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,"Shuangfei Zhai, Zhongfei (Mark) Zhang",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12059/11750,,AAAI 16
268,Adaptable Regression Method for Ensemble Consensus Forecasting,E,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"John K. Williams, Peter P. Neilley, Joseph P. Koval, Jeff McDonald",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12492/12179,,AAAI 16
269,"ExTaSem! Extending, Taxonomizing and Semantifying Domain Terminologies",E,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,"Luis Espinosa-Anke, Horacio Saggion, Francesco Ronzano, Roberto Navigli",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12219/11992,,AAAI 16
270,A Unifying Variational Inference Framework for Hierarchical Graph-Coupled HMM with an Application to Influenza Infection,E,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Kai Fan, Chunyuan Li, Katherine Heller",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11865/12167,Points to supplementary material,AAAI 16
271,Alternative Filtering for the Weighted Circuit Constraint: Comparing Lower Bounds for the TSP and Solving TSPTW,E,1,0,0,0,0,0,0,0,1,0,0,0,,,1,0,1,1,0,0,0,"Sylvain Ducomman, Hadrien Cambazard, Bernard Penz",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12079/12106,,AAAI 16
272,Random Mixed Field Model for Mixed-Attribute Data Restoration,E,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,"Qiang Li, Wei Bian, Richard Yi Da Xu, Jane You, Dacheng Tao",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11796/11729,,AAAI 16
273,Semi-Supervised Multinomial Naive Bayes for Text Classification by Leveraging Word-Level Statistical Constraint,E,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,"Li Zhao, Minlie Huang, Ziyu Yao, Rongwei Su, Yingying Jiang, Xiaoyan Zhu",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12019/12036,,AAAI 16
274,Temporal Topic Analysis with Endogenous and Exogenous Processes,E,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"Baiyang Wang, Diego Klabjan",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/11951/12059,,AAAI 16
275,Little Is Much: Bridging Cross-Platform Behaviors through Overlapped Crowds,E,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Meng Jiang, Peng Cui, Nicholas Jing Yuan, Xing Xie, Shiqiang Yang",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12009/11557,,AAAI 16
276,Multi-Stage Multi-Task Learning with Reduced Rank,E,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"Lei Han, Yu Zhang",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12166/11784,"Supplementary material for proofs, not experiments",AAAI 16
277,Multi-Objective Self-Paced Learning,E,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"Hao Li, Maoguo Gong, Deyu Meng, Qiguang Miao",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12131/11807,,AAAI 16
278,Linear-Time Learning on Distributions with Approximate Kernel Embeddings,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Dougal J. Sutherland, Junier B. Oliva, Barnabás Póczos, Jeff Schneider",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12460/11844,,AAAI 16
279,Counting-Based Search for Constraint Optimization Problems,E,1,0,1,0,0,0,0,0,1,1,0,0,,,0,0,1,1,1,1,0,Gilles Pesant,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12065/12113,,AAAI 16
280,Price of Pareto Optimality in Hedonic Games,T,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,"Edith Elkind, Angelo Fanelli, Michele Flammini",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12402/11622,,AAAI 16
281,Optimizing Resilience in Large Scale Networks,E,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,"Xiaojian Wu, Daniel Sheldon, Shlomo Zilberstein",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12311/12180,,AAAI 16
282,"Look, Listen and Learn — A Multimodal LSTM for Speaker Identification",E,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,"Jimmy Ren, Yongtao Hu, Yu-Wing Tai, Chuan Wang, Li Xu, Wenxiu Sun, Qiong Yan",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12386/12133,,AAAI 16
283,Reading Scene Text in Deep Convolutional Sequences,E,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,"Pan He, Weilin Huang, Yu Qiao, Chen Change Loy, Xiaoou Tang",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12256/12121,,AAAI 16
284,Qualitative Spatio-Temporal Stream Reasoning with Unobservable Intertemporal Spatial Relations Using Landmarks,T,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,"Daniel de Leng, Fredrik Heintz",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewFile/12077/11689,,AAAI 16
